15091757,AMD 라데온 PRO W6600 D6 8GB,955380,955150,954910,954670,954430,954190,953940,953700,953470,953460,1009740,1009680,1078630,1078630,1078630,2100000,2100000,2100000,2100000,2100000,2100000,2100000,1048600,1048600,0,0,0,0,0,0
15129071,AMD 라데온 PRO W6600 D6 8GB 대원CTS,969000,966600,966360,966120,969600,969600,969600,969600,969600,969600,969600,969600,1015270,1015270,1015270,1174900,1175020,1174540,1174480,1175020,1175020,1175020,959100,958650,958860,958180,957950,957760,952130,951950
14632550,AMD 라데온 PRO W6800 D6 32GB 대원CTS,0,0,0,0,0,0,0,0,0,0,3237390,3237390,3237220,3237030,3236970,3236740,0,0,0,3236190,3236010,3235950,3203890,0,3203650,3203640,3203410,3203220,3203100,3202980
10394691,ASRock Phantom Gaming D 라데온 RX 570 D5 4GB 디앤디컴,903580,903340,903100,902860,902620,902380,902130,901890,901650,901410,901350,901170,900940,900750,900510,900330,900150,899970,899920,899910,899860,899670,899670,899490,899440,899250,899200,899010,889880,889830
14981303,ASRock Phantom Gaming D 라데온 RX 6600 XT OC D6 8GB 디앤디컴,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000
14979707,ASRock Phantom Gaming D 라데온 RX 6600 XT OC D6 8GB 에즈윈,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000
13805543,ASRock Phantom Gaming D 라데온 RX 6700 XT OC D6 12GB 디앤디컴,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000
13724549,ASRock Phantom Gaming D 라데온 RX 6700 XT OC D6 12GB 에즈윈,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000
12947747,ASRock Phantom Gaming D 라데온 RX 6800 OC D6 16GB 에즈윈,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000
13110236,ASRock Phantom Gaming D 라데온 RX 6800 XT OC D6 16GB 디앤디컴,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000
12947888,ASRock Phantom Gaming D 라데온 RX 6800 XT OC D6 16GB 에즈윈,1930770,1930540,1930300,1930060,1929820,1922800,1922560,1922500,1922270,1922090,1921850,1921660,1921610,1921480,1921420,1921370,1921250,1921240,2090000,2131200,2131200,2131200,2131200,2131200,2131200,2131200,2131200,2131200,2131200,2131200
13110281,ASRock Phantom Gaming D 라데온 RX 6900 XT OC D6 16GB 디앤디컴,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000,3550000
12948176,ASRock Phantom Gaming D 라데온 RX 6900 XT OC D6 16GB 에즈윈,5190000,5190000,5190000,5190000,5190000,5190000,5190000,5190000,5190000,5190000,2004430,2004420,2004360,2004300,2004120,2003890,2003710,2003580,2003470,2003280,2003170,2003160,2003110,2002980,1976120,1975930,1975750,1975580,1975400,1975210
10712151,ASRock 라데온 RX 5600 XT CHALLENGER D OC D6 6GB 에즈윈,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860,1412860
15509600,ASRock 라데온 RX 6600 CHALLENGER D D6 8GB 디앤디컴,0,0,0,0,0,0,0,0,0,800950,789440,782000,776990,776810,776750,776570,776950,779000,779000,779000,778930,771630,778820,778750,778640,769000,768010,768750,767950,767900
15446684,ASRock 라데온 RX 6600 CHALLENGER D D6 8GB 에즈윈,0,0,0,0,0,0,0,0,0,0,803580,803580,803510,803460,803210,803090,803040,802800,802680,802620,802610,802430,802380,784100,783910,783730,783680,783490,783380,783320
14981414,ASRock 라데온 RX 6600 XT CHALLENGER D OC D6 8GB 디앤디컴,898450,898210,897970,897730,897490,897250,897010,896770,896520,896290,896280,896230,899080,899080,899080,879320,879320,879320,834400,834400,834400,834400,834400,834400,834400,834400,899070,899070,872200,899070
14980142,ASRock 라데온 RX 6600 XT CHALLENGER D OC D6 8GB 에즈윈,901000,901000,901000,901000,901000,901000,901000,901000,901000,901000,901000,901000,901000,901000,901000,901000,901000,901000,901000,901000,901000,901000,901000,901000,879800,879800,879800,879800,879800,879800
14981363,ASRock 라데온 RX 6600 XT CHALLENGER Pro OC D6 8GB 디앤디컴,841240,841190,841000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,991380,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000
14979914,ASRock 라데온 RX 6600 XT CHALLENGER Pro OC D6 8GB 에즈윈,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000
13805453,ASRock 라데온 RX 6700 XT CHALLENGER D D6 12GB 디앤디컴,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000
13645739,ASRock 라데온 RX 6700 XT CHALLENGER D D6 12GB 에즈윈,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000,1573000
15189572,ASRock 라데온 RX 6700 XT CHALLENGER D OC D6 12GB 디앤디컴,1284320,1284080,1243400,1243050,1242810,1242560,1242320,1242270,1242020,1241790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13805687,ASRock 라데온 RX 6700 XT CHALLENGER Pro OC D6 12GB 디앤디컴,1380310,1380070,1364880,1379580,1379350,1374170,1373930,1373680,1368450,1368260,1368210,1368020,1367790,1367610,1367420,1367370,1367190,1367180,1347000,1326760,1326640,1326400,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000
