7889866,AFOX 지포스 GTX 1660 D5 6GB DUAL 백플레이트,560400,560400,560400,560400,560400,560400,560400,560400,560400,560400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7754002,AFOX 지포스 GTX 1660 Ti D6 6GB DUAL 백플레이트,671200,671200,671200,671200,671200,671200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7753879,AFOX 지포스 RTX 2060 D6 6GB DUAL 백플레이트,785040,785040,785040,785040,785040,785040,785040,785040,785040,785040,785040,785040,785040,785040,785040,785040,785040,785040,785040,785040,785040,785040,785040,785040,0,0,0,0,0,0,0
11402010,AMD 라데온 PRO W5700 D6 8GB,1858980,1858980,1858980,2338710,1550000,1550000,1550000,0,0,0,0,0,0,0,0,0,0,1800000,1800000,1800000,1800000,1800000,1999990,1999990,1999990,5862590,5862590,5862590,5862590,5862590,5862590
11402010,AMD 라데온 PRO W5700 D6 8GB,1858980,1858980,1858980,2338710,1550000,1550000,1550000,0,0,0,0,0,0,0,0,0,0,1800000,1800000,1800000,1800000,1800000,1999990,1999990,1999990,5862590,5862590,5862590,5862590,5862590,5862590
10394691,ASRock Phantom Gaming D 라데온 RX 570 D5 4GB 디앤디컴,933210,933210,932970,932790,932560,932550,932370,932370,932130,931900,931890,931710,931530,931480,931240,931110,930930,930880,930690,930640,930400,930220,929970,929740,929550,929370,929320,929080,928950,928770,928770
13805543,ASRock Phantom Gaming D 라데온 RX 6700 XT OC D6 12GB 디앤디컴,1450000,1450000,1450000,1450000,1300000,1300000,1300000,1381800,1381800,1300000,1450000,1400000,1400000,1400000,1400000,1400000,1400000,1400000,0,0,1700000,1700000,1700000,1700000,1348000,1323000,1322940,1321900,1321900,1321900,1321900
13724549,ASRock Phantom Gaming D 라데온 RX 6700 XT OC D6 12GB 에즈윈,1349760,1349760,1349520,1349340,1349100,1349100,1322880,1322700,1322460,1600000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1377000,1377000,1357140,1322000,1322000,1322000,1322000
12947747,ASRock Phantom Gaming D 라데온 RX 6800 OC D6 16GB 에즈윈,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000,2800000
13110236,ASRock Phantom Gaming D 라데온 RX 6800 XT OC D6 16GB 디앤디컴,2150000,2150000,2150000,2150000,2150000,2150000,2150000,2150000,2150000,2150000,2150000,2150000,2150000,2150000,2150000,3500000,3500000,3500000,3500000,3500000,2150000,2150000,2150000,2150000,2150000,1946800,1936700,1860200,1820380,1820150,1819970
