1,1919
2,1875
3,1850
4,1821
5,1834
6,1843
7,1846
8,1825
9,1794
10,1761
11,1745
12,1697
13,1698
14,1680
15,1646
16,1645
17,1635
18,1625
19,1618
20,1616
21,1613
22,1600
23,1574
24,1514
25,1557
26,1555
27,1560
28,1565
29,1564
30,1559
