1,1266
2,1286
3,1287
4,1274
5,1288
6,1324
7,1324
8,1320
9,1368
10,1359
11,1360
12,1380
13,1383
14,1401
15,1398
16,1402
17,1428
18,1434
19,1434
20,1442
21,1447
22,1429
23,1475
24,1468
25,1500
26,1523
27,1514
28,1520
29,1523
30,1523
31,1531
