1,2033
2,2037
3,2036
4,2034
5,2040
6,2036
7,2036
8,2040
9,2053
10,2064
11,2067
12,2067
13,2061
14,2061
15,2061
16,2072
17,2062
18,2066
19,2059
20,2066
21,2070
22,2070
23,2074
24,2069
25,2063
26,2040
27,2035
28,2035
29,2025
30,2043
