1,1966
2,1978
3,1982
4,1985
5,1983
6,1992
7,1992
8,2010
9,2019
10,2020
11,2025
12,974
13,1090
14,998
15,1037
16,1116
17,1062
18,1192
19,1008
20,1229
21,999
22,1381
23,1590
24,1664
25,1765
26,1833
27,1921
28,1943
29,2033
30,2033
