1,1993
2,1992
3,1992
4,1988
5,1985
6,1994
7,1987
8,1995
9,1993
10,1990
11,1973
12,1971
13,1959
14,1963
15,1965
16,1969
17,1962
18,1962
19,1950
20,1937
21,1868
22,1859
23,1857
24,1857
25,1853
26,1848
