1,1854
2,1858
3,1868
4,1879
5,1889
6,1899
7,1889
8,1894
9,1890
10,1893
11,1907
12,1980
13,2007
14,1985
15,2020
16,2030
17,2041
18,2039
19,2055
20,2056
21,2056
22,2029
23,2029
24,2035
25,1993
26,2002
27,1989
28,1964
29,1959
30,1954
31,1944
