13467590,ASUS TUF Gaming 지포스 RTX 3060 O12G OC D6 12GB,782590,717080,717080,670000,717070,663570,663330,663150
12821741,ASUS TUF Gaming 지포스 RTX 3060 Ti O8G OC D6 8GB,1319800,1319680,1319440,864000,921470,921230,920990,920940
12840242,ASUS TUF Gaming 지포스 RTX 3070 O8G OC D6 8GB,1329620,1329470,1329470,1329420,1329370,1329320,1329270,1329220
14444531,ASUS TUF Gaming 지포스 RTX 3070 Ti D6X 8GB,2090000,1119600,1119600,1050140,1037400,961350,961060,960930
14444705,ASUS TUF Gaming 지포스 RTX 3070 Ti O8G OC D6X 8GB,1060500,1060500,1060500,1060500,1006060,1006730,954610,1004810
16479002,ASUS TUF Gaming 지포스 RTX 3080 D6X 12GB,0,1503000,1502940,1502880,1502700,1502640,1418820,1418820
12204362,ASUS TUF Gaming 지포스 RTX 3080 O10G OC D6X 10GB,1280000,1280000,1549990,1549990,1549990,1549990,1549990,1549990
16250300,ASUS TUF Gaming 지포스 RTX 3080 O12G OC D6X 12GB,1562440,1562440,1562440,1562440,1562430,1562430,1562430,1551000
14379926,ASUS TUF Gaming 지포스 RTX 3080 Ti D6X 12GB,2480000,2480000,2480000,2480000,2480000,2480000,2480000,2480000
14365328,ASUS TUF Gaming 지포스 RTX 3080 Ti O12G OC D6X 12GB,1762520,1762520,1762520,1762520,1762510,1762470,1762470,1758280
12204377,ASUS TUF Gaming 지포스 RTX 3090 D6X 24GB,2649600,2649600,2649600,2649600,2649600,2649600,2649600,2386000
12204395,ASUS TUF Gaming 지포스 RTX 3090 O24G OC D6X 24GB,2462910,2462790,2453870,2452970,2451000,2421230,2419030,2418840
16707131,ASUS TUF Gaming 지포스 RTX 3090 Ti D6X 24GB,3299000,3299000,3299000,3299000,3299000,3299000,3299000,3299000
16707176,ASUS TUF Gaming 지포스 RTX 3090 Ti O24G OC D6X 24GB,3377000,3377000,3377000,3377000,3377000,3377000,3377000,3377000
12963791,ASUS TURBO 지포스 RTX 2060 D6 6GB,1600000,1600000,1600000,1600000,1600000,2130000,2130000,2130000
16358267,COLORFUL iGAME 지포스 RTX 2060 Ultra OC D6 12GB White,548150,536570,535770,535530,527100,526100,526100,526100
14742041,COLORFUL iGAME 지포스 RTX 3060 Advanced OC D6 12GB LHR,584330,583390,583220,583030,0,582630,582440,596930
15917972,COLORFUL iGAME 지포스 RTX 3060 Ti Advanced OC D6 8GB LHR,939360,939140,938910,938650,714440,722000,749960,1125580
15454757,COLORFUL iGAME 지포스 RTX 3060 Ti Ultra OC D6 8GB White LHR,928990,928750,928560,928320,704040,705000,882840,956400
15014549,COLORFUL iGAME 지포스 RTX 3060 Ti Vulcan OC D6 8GB LHR,1177610,1177610,1177610,1177610,1177610,809100,808860,808490
14625236,COLORFUL iGAME 지포스 RTX 3060 Ultra OC D6 12GB White LHR,730000,567100,723270,723030,573000,586940,781340,572990
12576134,COLORFUL iGAME 지포스 RTX 3070 Advanced OC D6 8GB,4000000,4000000,4000000,4000000,4000000,0,0,0
15296018,COLORFUL iGAME 지포스 RTX 3070 Advanced OC D6 8GB LHR,2500000,2500000,2500000,2500000,2500000,0,0,0
14180630,COLORFUL iGAME 지포스 RTX 3070 Neptune OC D6 8GB,1709000,1709000,1709000,1709000,1709000,0,0,0
14658383,COLORFUL iGAME 지포스 RTX 3070 Ti Advanced OC D6X 8GB,993750,993360,993270,993020,1015930,1015000,1015000,1015000
15166637,COLORFUL iGAME 지포스 RTX 3070 Ti Ultra OC D6X 8GB White,1047550,1047550,1047550,1047550,1047550,989930,989690,988890
14658188,COLORFUL iGAME 지포스 RTX 3070 Ti Vulcan OC D6X 8GB,1110190,1078930,1067190,1066950,1139930,1110520,1093770,1093540
12576326,COLORFUL iGAME 지포스 RTX 3070 Ultra OC D6 8GB,4000000,4000000,4000000,4000000,4000000,0,0,0
14966102,COLORFUL iGAME 지포스 RTX 3070 Ultra OC D6 8GB White LHR,1818120,1817880,1817760,1817700,1817580,1817520,1817340,1817170
12851342,COLORFUL iGAME 지포스 RTX 3070 Vulcan OC D6 8GB,4000000,4000000,4000000,4000000,4000000,0,0,0
15296465,COLORFUL iGAME 지포스 RTX 3080 Advanced OC D6X 10GB LHR,1293300,1293240,1293000,1292760,0,1218000,1171390,1131000
16152221,COLORFUL iGAME 지포스 RTX 3080 Advanced OC D6X 12GB LHR,1324510,1379000,1459160,1459160,1459160,1459160,1459160,1303960
14351591,COLORFUL iGAME 지포스 RTX 3080 Ti Advanced OC D6X 12GB,1728280,1727990,1727750,1727560,1727500,1727260,1727020,1726790
14625068,COLORFUL iGAME 지포스 RTX 3080 Ti Vulcan OC D6X 12GB,1846990,1846990,1846990,1846990,1902700,1902410,1902170,1901980
14944241,COLORFUL iGAME 지포스 RTX 3080 Ultra OC D6X 10GB LHR,1343850,1339720,1339480,1339240,1339000,1159770,1159580,1159350
16537685,COLORFUL iGAME 지포스 RTX 3080 Ultra OC D6X 12GB White LHR,1265500,1261890,1247940,1305980,1163000,1271100,1271100,1250270
12189947,COLORFUL iGAME 지포스 RTX 3080 Vulcan OC D6X 10GB,4000000,4000000,4000000,4000000,4000000,0,0,0
14944283,COLORFUL iGAME 지포스 RTX 3080 Vulcan OC D6X 10GB LHR,4549990,4549990,4549990,4549990,4549990,4549990,4549990,4549990
16537493,COLORFUL iGAME 지포스 RTX 3080 Vulcan OC D6X 12GB LHR,1599000,1599000,1599000,1599000,1335360,1536280,1598990,1477460
12190127,COLORFUL iGAME 지포스 RTX 3090 Advanced OC D6X 24GB,2167350,2122330,2170430,2170140,2221040,2221040,2221040,2221040
15196715,COLORFUL iGAME 지포스 RTX 3090 Kudan D6X 24GB,3985500,3985270,3985030,3984840,2999000,2999000,2999000,2999000
12244874,COLORFUL iGAME 지포스 RTX 3090 Neptune OC D6X 24GB,2649680,2830330,2830330,2830330,2641390,3799950,3799950,3799950
16706915,COLORFUL iGAME 지포스 RTX 3090 Ti Neptune OC D6X 24GB,0,0,0,0,0,0,0,0
15477260,COLORFUL iGAME 지포스 RTX 3090 Vulcan OC D6X 24GB,2590810,2557740,2529260,2472490,2472020,2467380,2444050,2443870
9984282,COLORFUL 지포스 GTX 1650 SUPER 토마호크 D6 4GB,900000,900000,900000,900000,900000,900000,900000,900000
11189739,COLORFUL 지포스 GTX 1650 토마호크 D6 4GB,362230,361990,361810,361500,361260,361090,360900,360670
9790116,COLORFUL 지포스 GTX 1660 SUPER 토마호크 D6 6GB,466240,466240,466240,466240,466240,768000,767950,440380
15049220,COLORFUL 지포스 GTX 1660 SUPER 토마호크 V2 D6 6GB,435180,434890,434640,434460,0,443260,443370,439290
9844860,COLORFUL 지포스 GTX 1660 Ti 토마호크 D6 6GB,1499990,1499990,1499990,1499990,1499990,1499990,1499990,1499990
15943964,COLORFUL 지포스 RTX 2060 SUPER 토마호크 D6 8GB,775400,810590,810590,810590,810590,810590,810590,810590
15978635,COLORFUL 지포스 RTX 2060 토마호크 D6 12GB,545990,539030,515130,539090,519400,519400,532560,532330
14005142,COLORFUL 지포스 RTX 2060 토마호크 D6 6GB,495850,490480,490480,490480,490480,490480,482290,481840
16358432,COLORFUL 지포스 RTX 2060 토마호크 DUO D6 12GB,531900,527870,527590,527400,527290,527170,527000,526870
15872063,COLORFUL 지포스 RTX 2060 토마호크 V2 D6 6GB,505880,499970,499970,499960,499890,499650,490480,489110
15014717,COLORFUL 지포스 RTX 3060 Ti 토마호크 D6 8GB LHR,1590000,1590000,1590000,1590000,1590000,1590000,1590000,1590000
15014885,COLORFUL 지포스 RTX 3060 Ti 토마호크 DUO D6 8GB LHR,951000,950160,950160,950160,951000,951000,951000,951000
15555188,COLORFUL 지포스 RTX 3060 Ti 토마호크 DUO V2 D6 8GB LHR,905620,903100,902860,902620,678000,727860,714000,714000
15270155,COLORFUL 지포스 RTX 3060 Ti 토마호크 V2 D6 8GB LHR,1590000,1590000,1590000,1590000,1590000,1590000,1590000,1590000
13561658,COLORFUL 지포스 RTX 3060 토마호크 D6 12GB,1800000,1800000,1800000,1800000,1800000,0,0,0
14636537,COLORFUL 지포스 RTX 3060 토마호크 D6 12GB LHR,0,0,0,0,0,2500000,2500000,2500000
14636621,COLORFUL 지포스 RTX 3060 토마호크 DUO D6 12GB LHR,600660,600660,600660,600660,0,600660,894800,572330
15302858,COLORFUL 지포스 RTX 3060 토마호크 DUO V2 D6 12GB LHR,611680,611680,611680,611680,611680,611680,591710,561830
14658527,COLORFUL 지포스 RTX 3070 Ti 토마호크 D6X 8GB,1103760,1103630,1103340,1103150,1103090,947100,965990,965990
15555287,COLORFUL 지포스 RTX 3070 토마호크 V2 D6 8GB LHR,1079000,1079000,1079000,1079000,1078990,1078990,1078990,1078990
14636894,COLORFUL 지포스 RTX 3080 Ti 토마호크 D6X 12GB,1564130,1546270,1546270,1599000,1561770,1561530,1544020,1543840
16706693,COLORFUL 지포스 RTX 3090 Ti Vulcan OC D6X 24GB,0,0,0,0,0,0,0,0
10546572,EVGA 지포스 RTX 2060 KO ULTRA GAMING D6 6GB,551260,551080,551020,550780,548920,550300,550060,549830
16219169,EVGA 지포스 RTX 2060 XC BLACK GAMING D6 12GB,836000,836000,836000,836000,836000,836000,836000,836000
16145876,EVGA 지포스 RTX 2060 XC GAMING D6 12GB,657290,546300,546060,545820,545630,535680,535450,535250
14978030,EVGA 지포스 RTX 3060 Ti FTW3 ULTRA GAMING D6 8GB LHR,961500,768860,768860,768860,760620,760330,760050,792720
14978270,EVGA 지포스 RTX 3060 Ti XC GAMING D6 8GB LHR,916820,706420,706420,706420,706420,732700,888970,1001130
14753852,EVGA 지포스 RTX 3060 XC GAMING D6 12GB LHR,692000,578870,578690,578440,0,535800,535800,535800
15021752,EVGA 지포스 RTX 3070 FTW3 ULTRA GAMING D6 8GB LHR,1139830,897500,897500,934920,989680,1537840,1537650,1537420
