1,778
2,781
3,777
4,786
5,826
6,819
7,817
8,854
9,868
10,872
11,871
12,899
13,907
14,915
15,908
16,929
17,935
18,938
19,948
20,969
21,986
22,988
23,1010
24,1014
25,1018
26,1030
27,1055
28,1044
29,1057
30,1068
31,1069
