1,1632
2,1641
3,1677
4,1668
5,1673
6,1679
7,1687
8,1690
9,1697
10,1701
11,1699
12,1720
13,1789
14,1742
15,1779
16,1781
17,1787
18,1764
19,1757
20,1760
21,1760
22,1764
23,1768
24,1786
25,1792
26,1803
27,1802
28,1818
29,1819
30,1829
31,1847
