1,2045
2,2046
3,2033
4,2030
5,2032
6,2032
7,2013
8,2017
9,2023
10,2028
11,2020
12,2024
13,2025
14,2023
15,2028
16,2018
17,2022
18,2019
19,2020
20,2011
21,2014
22,2009
23,2000
24,1997
25,1997
26,1996
27,1996
28,1992
29,1997
30,2001
31,1998
