16350881,AFOX 라데온 RX 570 D5 8GB (벌크),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15129071,AMD 라데온 PRO W6600 D6 8GB 대원CTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932000,931760,0,0,931100
14474690,AMD 라데온 RX 6900 XT Liquid Cooled D6 16GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10394691,ASRock Phantom Gaming D 라데온 RX 570 D5 4GB 디앤디컴,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16234694,ASRock Phantom Gaming D 라데온 RX 6500 XT OC D6 4GB 디앤디컴,361370,361370,361370,361370,370700,370700,370700,391730,391550,378780,378780,377780,377780,373190,376700,349700,344730,342680,342500,342450,342210,341050,340860,339880,340220,339990,339740,339500
16248074,ASRock Phantom Gaming D 라데온 RX 6500 XT OC D6 4GB 에즈윈,0,0,0,0,0,0,0,0,0,440570,435930,459190,459130,437460,437460,385160,385160,385160,385160,385160,385160,385160,385160,385800,385800,385800,385800,385800
14981303,ASRock Phantom Gaming D 라데온 RX 6600 XT OC D6 8GB 디앤디컴,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,0,1200000,1200000,1200000,1200000,1200000
14979707,ASRock Phantom Gaming D 라데온 RX 6600 XT OC D6 8GB 에즈윈,816600,816600,816600,782960,780260,780260,780260,780260,780260,780260,780130,780070,780010,779830,779770,779590,779530,779180,778990,778700,778570,778460,0,767000,767000,778460,778460,778510
13805543,ASRock Phantom Gaming D 라데온 RX 6700 XT OC D6 12GB 디앤디컴,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,4400000,4400000,4400000,4400000,4400000
13724549,ASRock Phantom Gaming D 라데온 RX 6700 XT OC D6 12GB 에즈윈,0,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,0,2229740,2296540,2296310,2296060,2295820
12947747,ASRock Phantom Gaming D 라데온 RX 6800 OC D6 16GB 에즈윈,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000
13110236,ASRock Phantom Gaming D 라데온 RX 6800 XT OC D6 16GB 디앤디컴,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,3500000,1436450,1449010,1539000,1539000,1539000,1589000,1579000,1548880,1548640,1548460,1548410,1548170,1547930,0,1537000,1537000,1536960,1536900,1536660
12947888,ASRock Phantom Gaming D 라데온 RX 6800 XT OC D6 16GB 에즈윈,1582500,1582500,1582500,1541340,1541270,1541270,1541270,1541270,1541210,1541190,1541090,1541090,1541030,1540790,1540550,1540320,1540200,1539950,1539530,1539600,1539480,1539430,1531140,1530200,1529910,1529720,1529480,1529310
